1, ocean, minecraft:ocean, MONSTER, minecraft:spider, 80, 4, 4
6612, the_end, minecraft:end_midlands, MONSTER, geode:emeraldgeode, 45, 1, 1
6613, the_end, minecraft:end_midlands, MONSTER, geode:diamondgeode, 25, 1, 1
6614, the_end, minecraft:end_midlands, MONSTER, geode:coalgeode, 50, 1, 1
6615, the_end, minecraft:end_midlands, MONSTER, mowziesmobs:grottol, 10, 1, 1
6616, the_end, minecraft:end_midlands, CREATURE, alexsmobs:endergrade, 10, 2, 6
6617, the_end, minecraft:end_midlands, CREATURE, alexsmobs:spectre, 10, 1, 2
6618, the_end, minecraft:end_midlands, CREATURE, alexsmobs:enderiophage, 10, 2, 2
6619, the_end, minecraft:end_midlands, CREATURE, alexsmobs:endergrade, 10, 2, 6
6620, the_end, minecraft:end_midlands, CREATURE, alexsmobs:spectre, 10, 1, 2
6621, the_end, minecraft:end_midlands, CREATURE, alexsmobs:enderiophage, 10, 2, 2
6622, the_end, minecraft:end_highlands, MONSTER, minecraft:enderman, 5, 4, 4
6623, the_end, minecraft:end_highlands, MONSTER, outer_end:purpur_golem, 10, 1, 1
6624, the_end, minecraft:end_highlands, MONSTER, outer_end:chorus_squid, 10, 1, 1
6625, the_end, minecraft:end_highlands, MONSTER, geode:redstonegeode, 30, 1, 1
6626, the_end, minecraft:end_highlands, MONSTER, geode:quartzgeode, 45, 1, 1
6627, the_end, minecraft:end_highlands, MONSTER, geode:lapisgeode, 35, 1, 1
6628, the_end, minecraft:end_highlands, MONSTER, geode:irongeode, 40, 1, 1
6629, the_end, minecraft:end_highlands, MONSTER, geode:goldgeode, 35, 1, 1
6630, the_end, minecraft:end_highlands, MONSTER, geode:glowstonegeode, 45, 1, 1
6631, the_end, minecraft:end_highlands, MONSTER, geode:emeraldgeode, 45, 1, 1
6632, the_end, minecraft:end_highlands, MONSTER, geode:diamondgeode, 25, 1, 1
6633, the_end, minecraft:end_highlands, MONSTER, geode:coalgeode, 50, 1, 1
6634, the_end, minecraft:end_highlands, MONSTER, mowziesmobs:grottol, 10, 1, 1
6635, the_end, minecraft:end_highlands, CREATURE, alexsmobs:endergrade, 10, 2, 6
6636, the_end, minecraft:end_highlands, CREATURE, alexsmobs:spectre, 10, 1, 2
6637, the_end, minecraft:end_highlands, CREATURE, alexsmobs:endergrade, 10, 2, 6
6638, the_end, minecraft:end_highlands, CREATURE, alexsmobs:spectre, 10, 1, 2
6639, the_end, minecraft:end_barrens, MONSTER, minecraft:enderman, 5, 4, 4
6640, the_end, minecraft:end_barrens, MONSTER, outer_end:purpur_golem, 10, 1, 1
6641, the_end, minecraft:end_barrens, MONSTER, geode:redstonegeode, 30, 1, 1
6642, the_end, minecraft:end_barrens, MONSTER, geode:quartzgeode, 45, 1, 1
6643, the_end, minecraft:end_barrens, MONSTER, geode:lapisgeode, 35, 1, 1
6644, the_end, minecraft:end_barrens, MONSTER, geode:irongeode, 40, 1, 1
6645, the_end, minecraft:end_barrens, MONSTER, geode:goldgeode, 35, 1, 1
6646, the_end, minecraft:end_barrens, MONSTER, geode:glowstonegeode, 45, 1, 1
6647, the_end, minecraft:end_barrens, MONSTER, geode:emeraldgeode, 45, 1, 1
6648, the_end, minecraft:end_barrens, MONSTER, geode:diamondgeode, 25, 1, 1
6649, the_end, minecraft:end_barrens, MONSTER, geode:coalgeode, 50, 1, 1
6650, the_end, minecraft:end_barrens, MONSTER, mowziesmobs:grottol, 10, 1, 1
6651, the_end, minecraft:end_barrens, CREATURE, alexsmobs:endergrade, 10, 2, 6
6652, the_end, minecraft:end_barrens, CREATURE, alexsmobs:spectre, 10, 1, 2
6653, the_end, minecraft:end_barrens, CREATURE, alexsmobs:endergrade, 10, 2, 6
6654, the_end, minecraft:end_barrens, CREATURE, alexsmobs:spectre, 10, 1, 2
6655, ocean, minecraft:warm_ocean, MONSTER, minecraft:spider, 80, 4, 4
6656, ocean, minecraft:warm_ocean, MONSTER, minecraft:zombie, 80, 4, 4
6657, ocean, minecraft:warm_ocean, MONSTER, minecraft:zombie_villager, 10, 1, 1
6658, ocean, minecraft:warm_ocean, MONSTER, minecraft:skeleton, 80, 4, 4
6659, ocean, minecraft:warm_ocean, MONSTER, minecraft:creeper, 80, 4, 4
6660, ocean, minecraft:warm_ocean, MONSTER, minecraft:slime, 80, 4, 4
6661, ocean, minecraft:warm_ocean, MONSTER, minecraft:enderman, 5, 1, 4
6662, ocean, minecraft:warm_ocean, MONSTER, minecraft:witch, 5, 1, 1
6663, ocean, minecraft:warm_ocean, MONSTER, dungeons_mobs:wraith, 10, 1, 1
6664, ocean, minecraft:warm_ocean, MONSTER, dungeons_mobs:skeleton_horseman, 10, 1, 1
6665, ocean, minecraft:warm_ocean, MONSTER, dungeons_mobs:sunken_skeleton, 10, 1, 1
6666, ocean, minecraft:warm_ocean, MONSTER, dungeons_mobs:sunken_skeleton, 10, 1, 1
6667, ocean, minecraft:warm_ocean, MONSTER, dungeons_mobs:wavewhisperer, 10, 1, 1
6668, ocean, minecraft:warm_ocean, MONSTER, dungeons_mobs:quick_growing_anemone, 10, 1, 1
6669, ocean, minecraft:warm_ocean, MONSTER, dungeons_mobs:poison_anemone, 10, 1, 1
6670, ocean, minecraft:warm_ocean, MONSTER, geode:redstonegeode, 30, 1, 1
6671, ocean, minecraft:warm_ocean, MONSTER, geode:quartzgeode, 45, 1, 1
6672, ocean, minecraft:warm_ocean, MONSTER, geode:lapisgeode, 35, 1, 1
6673, ocean, minecraft:warm_ocean, MONSTER, geode:irongeode, 40, 1, 1
6674, ocean, minecraft:warm_ocean, MONSTER, geode:goldgeode, 35, 1, 1
6675, ocean, minecraft:warm_ocean, MONSTER, geode:glowstonegeode, 45, 1, 1
6676, ocean, minecraft:warm_ocean, MONSTER, geode:emeraldgeode, 45, 1, 1
6677, ocean, minecraft:warm_ocean, MONSTER, geode:diamondgeode, 25, 1, 1
6678, ocean, minecraft:warm_ocean, MONSTER, geode:coalgeode, 50, 1, 1
6679, ocean, minecraft:warm_ocean, MONSTER, mowziesmobs:grottol, 10, 1, 1
6680, ocean, minecraft:warm_ocean, MONSTER, dungeons_mobs:armored_zombie, 10, 4, 4
6681, ocean, minecraft:warm_ocean, MONSTER, dungeons_mobs:armored_skeleton, 10, 4, 4
6682, ocean, minecraft:warm_ocean, MONSTER, dungeons_mobs:armored_sunken_skeleton, 10, 1, 1
6683, ocean, minecraft:warm_ocean, MONSTER, dungeons_mobs:armored_sunken_skeleton, 10, 1, 1
6684, ocean, minecraft:warm_ocean, MONSTER, ars_nouveau:wilden_stalker, 50, 3, 3
6685, ocean, minecraft:warm_ocean, MONSTER, ars_nouveau:wilden_hunter, 30, 1, 1
6686, ocean, minecraft:warm_ocean, CREATURE, ars_nouveau:drygmy, 10, 1, 1
6687, ocean, minecraft:warm_ocean, AMBIENT, minecraft:bat, 10, 8, 8
6688, ocean, minecraft:warm_ocean, AMBIENT, megameteors:falling_meteor_spawner_entity, 10, 1, 1
6689, ocean, minecraft:warm_ocean, WATER_CREATURE, minecraft:squid, 10, 4, 4
6690, ocean, minecraft:warm_ocean, WATER_CREATURE, minecraft:dolphin, 10, 1, 2
6691, ocean, minecraft:warm_ocean, WATER_CREATURE, abyssaldepths:sailfish, 10, 1, 5
6692, ocean, minecraft:warm_ocean, WATER_CREATURE, abyssaldepths:sea_serpent, 10, 1, 1
6693, ocean, minecraft:warm_ocean, WATER_CREATURE, abyssaldepths:seahorse, 10, 1, 3
6694, ocean, minecraft:warm_ocean, WATER_CREATURE, abyssaldepths:swordfish, 10, 1, 4
6695, ocean, minecraft:warm_ocean, WATER_CREATURE, alexsmobs:hammerhead_shark, 10, 2, 3
6696, ocean, minecraft:warm_ocean, WATER_CREATURE, alexsmobs:mantis_shrimp, 15, 1, 4
6697, ocean, minecraft:warm_ocean, WATER_CREATURE, alexsmobs:mimic_octopus, 10, 1, 2
6698, ocean, minecraft:warm_ocean, WATER_CREATURE, alexsmobs:hammerhead_shark, 10, 2, 3
6699, ocean, minecraft:warm_ocean, WATER_CREATURE, alexsmobs:mantis_shrimp, 15, 1, 4
6700, ocean, minecraft:warm_ocean, WATER_CREATURE, alexsmobs:mimic_octopus, 10, 1, 2
6701, ocean, minecraft:warm_ocean, WATER_CREATURE, upgrade_aquatic:glow_squid, 10, 1, 1
6702, ocean, minecraft:warm_ocean, WATER_CREATURE, betteranimalsplus:shark, 10, 1, 3
6703, ocean, minecraft:warm_ocean, WATER_CREATURE, betteranimalsplus:whale, 10, 1, 3
6704, ocean, minecraft:warm_ocean, WATER_CREATURE, betteranimalsplus:octopus, 10, 1, 3
6705, ocean, minecraft:warm_ocean, WATER_AMBIENT, minecraft:pufferfish, 15, 1, 3
6706, ocean, minecraft:warm_ocean, WATER_AMBIENT, minecraft:tropical_fish, 25, 8, 8
6707, ocean, minecraft:warm_ocean, WATER_AMBIENT, abyssaldepths:blackcap_basslet, 10, 1, 4
6708, ocean, minecraft:warm_ocean, WATER_AMBIENT, abyssaldepths:butterflyfish, 10, 2, 5
6709, ocean, minecraft:warm_ocean, WATER_AMBIENT, abyssaldepths:clownfish, 10, 2, 3
6710, ocean, minecraft:warm_ocean, WATER_AMBIENT, abyssaldepths:fish, 10, 3, 5
6711, ocean, minecraft:warm_ocean, WATER_AMBIENT, abyssaldepths:fairy_basslet, 10, 1, 4
6712, ocean, minecraft:warm_ocean, WATER_AMBIENT, abyssaldepths:masked_butterflyfish, 10, 2, 5
6713, ocean, minecraft:warm_ocean, WATER_AMBIENT, abyssaldepths:raccoon_butterflyfish, 10, 3, 5
6714, ocean, minecraft:warm_ocean, WATER_AMBIENT, upgrade_aquatic:lionfish, 15, 1, 1
6715, ocean, minecraft:warm_ocean, WATER_AMBIENT, betteranimalsplus:bobbit_worm, 10, 1, 1
6716, ocean, minecraft:warm_ocean, WATER_AMBIENT, betteranimalsplus:jellyfish, 10, 1, 5
6717, ocean, minecraft:warm_ocean, WATER_AMBIENT, betteranimalsplus:nautilus, 10, 1, 1
6718, ocean, minecraft:warm_ocean, WATER_AMBIENT, betteranimalsplus:eel_saltwater, 10, 1, 3
6719, ocean, minecraft:warm_ocean, WATER_AMBIENT, betteranimalsplus:barracuda, 10, 1, 1
6720, ocean, minecraft:warm_ocean, WATER_AMBIENT, betteranimalsplus:flying_fish, 10, 1, 5
6721, ocean, minecraft:lukewarm_ocean, MONSTER, minecraft:spider, 80, 4, 4
6722, ocean, minecraft:lukewarm_ocean, MONSTER, minecraft:zombie, 80, 4, 4
6723, ocean, minecraft:lukewarm_ocean, MONSTER, minecraft:zombie_villager, 10, 1, 1
6724, ocean, minecraft:lukewarm_ocean, MONSTER, minecraft:skeleton, 80, 4, 4
6725, ocean, minecraft:lukewarm_ocean, MONSTER, minecraft:creeper, 80, 4, 4
6726, ocean, minecraft:lukewarm_ocean, MONSTER, minecraft:slime, 80, 4, 4
6727, ocean, minecraft:lukewarm_ocean, MONSTER, minecraft:enderman, 5, 1, 4
6728, ocean, minecraft:lukewarm_ocean, MONSTER, minecraft:witch, 5, 1, 1
6729, ocean, minecraft:lukewarm_ocean, MONSTER, minecraft:drowned, 10, 1, 1
6730, ocean, minecraft:lukewarm_ocean, MONSTER, dungeons_mobs:wraith, 10, 1, 1
6731, ocean, minecraft:lukewarm_ocean, MONSTER, dungeons_mobs:skeleton_horseman, 10, 1, 1
6732, ocean, minecraft:lukewarm_ocean, MONSTER, dungeons_mobs:sunken_skeleton, 10, 1, 1
6733, ocean, minecraft:lukewarm_ocean, MONSTER, dungeons_mobs:sunken_skeleton, 10, 1, 1
6734, ocean, minecraft:lukewarm_ocean, MONSTER, dungeons_mobs:wavewhisperer, 10, 1, 1
6735, ocean, minecraft:lukewarm_ocean, MONSTER, dungeons_mobs:quick_growing_anemone, 10, 1, 1
6736, ocean, minecraft:lukewarm_ocean, MONSTER, dungeons_mobs:poison_anemone, 10, 1, 1
6737, ocean, minecraft:lukewarm_ocean, MONSTER, geode:redstonegeode, 30, 1, 1
6738, ocean, minecraft:lukewarm_ocean, MONSTER, geode:quartzgeode, 45, 1, 1
6739, ocean, minecraft:lukewarm_ocean, MONSTER, geode:lapisgeode, 35, 1, 1
6740, ocean, minecraft:lukewarm_ocean, MONSTER, geode:irongeode, 40, 1, 1
6741, ocean, minecraft:lukewarm_ocean, MONSTER, geode:goldgeode, 35, 1, 1
6742, ocean, minecraft:lukewarm_ocean, MONSTER, geode:glowstonegeode, 45, 1, 1
6743, ocean, minecraft:lukewarm_ocean, MONSTER, geode:emeraldgeode, 45, 1, 1
6744, ocean, minecraft:lukewarm_ocean, MONSTER, geode:diamondgeode, 25, 1, 1
6745, ocean, minecraft:lukewarm_ocean, MONSTER, geode:coalgeode, 50, 1, 1
6746, ocean, minecraft:lukewarm_ocean, MONSTER, mowziesmobs:grottol, 10, 1, 1
6747, ocean, minecraft:lukewarm_ocean, MONSTER, dungeons_mobs:armored_zombie, 10, 4, 4
6748, ocean, minecraft:lukewarm_ocean, MONSTER, dungeons_mobs:armored_skeleton, 10, 4, 4
6749, ocean, minecraft:lukewarm_ocean, MONSTER, dungeons_mobs:armored_drowned, 10, 1, 1
6750, ocean, minecraft:lukewarm_ocean, MONSTER, dungeons_mobs:armored_sunken_skeleton, 10, 1, 1
6751, ocean, minecraft:lukewarm_ocean, MONSTER, dungeons_mobs:armored_sunken_skeleton, 10, 1, 1
6752, ocean, minecraft:lukewarm_ocean, MONSTER, ars_nouveau:wilden_stalker, 50, 3, 3
6753, ocean, minecraft:lukewarm_ocean, MONSTER, ars_nouveau:wilden_hunter, 30, 1, 1
6754, ocean, minecraft:lukewarm_ocean, CREATURE, ars_nouveau:drygmy, 10, 1, 1
6755, ocean, minecraft:lukewarm_ocean, AMBIENT, minecraft:bat, 10, 8, 8
6756, ocean, minecraft:lukewarm_ocean, AMBIENT, megameteors:falling_meteor_spawner_entity, 10, 1, 1
6757, ocean, minecraft:lukewarm_ocean, WATER_CREATURE, minecraft:squid, 10, 1, 2
6758, ocean, minecraft:lukewarm_ocean, WATER_CREATURE, minecraft:dolphin, 10, 1, 2
6759, ocean, minecraft:lukewarm_ocean, WATER_CREATURE, abyssaldepths:sailfish, 10, 1, 5
6760, ocean, minecraft:lukewarm_ocean, WATER_CREATURE, abyssaldepths:sea_serpent, 10, 1, 1
6761, ocean, minecraft:lukewarm_ocean, WATER_CREATURE, abyssaldepths:seahorse, 10, 1, 3
6762, ocean, minecraft:lukewarm_ocean, WATER_CREATURE, abyssaldepths:swordfish, 10, 1, 4
6763, ocean, minecraft:lukewarm_ocean, WATER_CREATURE, alexsmobs:cachalot_whale, 10, 1, 2
6764, ocean, minecraft:lukewarm_ocean, WATER_CREATURE, alexsmobs:cachalot_whale, 10, 1, 2
6765, ocean, minecraft:lukewarm_ocean, WATER_CREATURE, upgrade_aquatic:glow_squid, 10, 1, 1
6766, ocean, minecraft:lukewarm_ocean, WATER_CREATURE, betteranimalsplus:shark, 10, 1, 3
6767, ocean, minecraft:lukewarm_ocean, WATER_CREATURE, betteranimalsplus:whale, 10, 1, 3
6768, ocean, minecraft:lukewarm_ocean, WATER_CREATURE, betteranimalsplus:octopus, 10, 1, 3
6769, ocean, minecraft:lukewarm_ocean, WATER_AMBIENT, minecraft:cod, 15, 3, 6
6770, ocean, minecraft:lukewarm_ocean, WATER_AMBIENT, minecraft:pufferfish, 10, 1, 3
6771, ocean, minecraft:lukewarm_ocean, WATER_AMBIENT, minecraft:tropical_fish, 25, 8, 8
6772, ocean, minecraft:lukewarm_ocean, WATER_AMBIENT, abyssaldepths:blackcap_basslet, 10, 1, 4
6773, ocean, minecraft:lukewarm_ocean, WATER_AMBIENT, abyssaldepths:butterflyfish, 10, 2, 5
6774, ocean, minecraft:lukewarm_ocean, WATER_AMBIENT, abyssaldepths:clownfish, 10, 2, 3
6775, ocean, minecraft:lukewarm_ocean, WATER_AMBIENT, abyssaldepths:fish, 10, 3, 5
6776, ocean, minecraft:lukewarm_ocean, WATER_AMBIENT, abyssaldepths:fairy_basslet, 10, 1, 4
6777, ocean, minecraft:lukewarm_ocean, WATER_AMBIENT, abyssaldepths:masked_butterflyfish, 10, 2, 5
6778, ocean, minecraft:lukewarm_ocean, WATER_AMBIENT, abyssaldepths:raccoon_butterflyfish, 10, 3, 5
6779, ocean, minecraft:lukewarm_ocean, WATER_AMBIENT, betteranimalsplus:bobbit_worm, 10, 1, 1
6780, ocean, minecraft:lukewarm_ocean, WATER_AMBIENT, betteranimalsplus:jellyfish, 10, 1, 5
6781, ocean, minecraft:lukewarm_ocean, WATER_AMBIENT, betteranimalsplus:nautilus, 10, 1, 1
6782, ocean, minecraft:lukewarm_ocean, WATER_AMBIENT, betteranimalsplus:eel_saltwater, 10, 1, 3
6783, ocean, minecraft:lukewarm_ocean, WATER_AMBIENT, betteranimalsplus:barracuda, 10, 1, 1
6784, ocean, minecraft:lukewarm_ocean, WATER_AMBIENT, betteranimalsplus:flying_fish, 10, 1, 5
6785, ocean, minecraft:cold_ocean, MONSTER, minecraft:spider, 80, 4, 4
6786, ocean, minecraft:cold_ocean, MONSTER, minecraft:zombie, 80, 4, 4
6787, ocean, minecraft:cold_ocean, MONSTER, minecraft:zombie_villager, 10, 1, 1
6788, ocean, minecraft:cold_ocean, MONSTER, minecraft:skeleton, 80, 4, 4
6789, ocean, minecraft:cold_ocean, MONSTER, minecraft:creeper, 80, 4, 4
6790, ocean, minecraft:cold_ocean, MONSTER, minecraft:slime, 80, 4, 4
6791, ocean, minecraft:cold_ocean, MONSTER, minecraft:enderman, 5, 1, 4
6792, ocean, minecraft:cold_ocean, MONSTER, minecraft:witch, 5, 1, 1
6793, ocean, minecraft:cold_ocean, MONSTER, minecraft:drowned, 10, 1, 1
6794, ocean, minecraft:cold_ocean, MONSTER, dungeons_mobs:wraith, 10, 1, 1
6795, ocean, minecraft:cold_ocean, MONSTER, dungeons_mobs:skeleton_horseman, 10, 1, 1
6796, ocean, minecraft:cold_ocean, MONSTER, dungeons_mobs:sunken_skeleton, 10, 1, 1
6797, ocean, minecraft:cold_ocean, MONSTER, dungeons_mobs:sunken_skeleton, 10, 1, 1
6798, ocean, minecraft:cold_ocean, MONSTER, dungeons_mobs:wavewhisperer, 10, 1, 1
6799, ocean, minecraft:cold_ocean, MONSTER, dungeons_mobs:quick_growing_anemone, 10, 1, 1
6800, ocean, minecraft:cold_ocean, MONSTER, dungeons_mobs:poison_anemone, 10, 1, 1
6801, ocean, minecraft:cold_ocean, MONSTER, geode:redstonegeode, 30, 1, 1
6802, ocean, minecraft:cold_ocean, MONSTER, geode:quartzgeode, 45, 1, 1
6803, ocean, minecraft:cold_ocean, MONSTER, geode:lapisgeode, 35, 1, 1
6804, ocean, minecraft:cold_ocean, MONSTER, geode:irongeode, 40, 1, 1
6805, ocean, minecraft:cold_ocean, MONSTER, geode:goldgeode, 35, 1, 1
6806, ocean, minecraft:cold_ocean, MONSTER, geode:glowstonegeode, 45, 1, 1
6807, ocean, minecraft:cold_ocean, MONSTER, geode:emeraldgeode, 45, 1, 1
6808, ocean, minecraft:cold_ocean, MONSTER, geode:diamondgeode, 25, 1, 1
6809, ocean, minecraft:cold_ocean, MONSTER, geode:coalgeode, 50, 1, 1
6810, ocean, minecraft:cold_ocean, MONSTER, mowziesmobs:grottol, 10, 1, 1
6811, ocean, minecraft:cold_ocean, MONSTER, dungeons_mobs:armored_zombie, 10, 4, 4
6812, ocean, minecraft:cold_ocean, MONSTER, dungeons_mobs:armored_skeleton, 10, 4, 4
6813, ocean, minecraft:cold_ocean, MONSTER, dungeons_mobs:armored_drowned, 10, 1, 1
6814, ocean, minecraft:cold_ocean, MONSTER, dungeons_mobs:armored_sunken_skeleton, 10, 1, 1
6815, ocean, minecraft:cold_ocean, MONSTER, dungeons_mobs:armored_sunken_skeleton, 10, 1, 1
6816, ocean, minecraft:cold_ocean, MONSTER, ars_nouveau:wilden_stalker, 50, 3, 3
6817, ocean, minecraft:cold_ocean, MONSTER, ars_nouveau:wilden_hunter, 30, 1, 1
6818, ocean, minecraft:cold_ocean, MONSTER, upgrade_aquatic:thrasher, 80, 1, 2
6819, ocean, minecraft:cold_ocean, CREATURE, ars_nouveau:drygmy, 10, 1, 1
6820, ocean, minecraft:cold_ocean, AMBIENT, minecraft:bat, 10, 8, 8
6821, ocean, minecraft:cold_ocean, AMBIENT, megameteors:falling_meteor_spawner_entity, 10, 1, 1
6822, ocean, minecraft:cold_ocean, WATER_CREATURE, minecraft:squid, 10, 1, 4
6823, ocean, minecraft:cold_ocean, WATER_CREATURE, abyssaldepths:sailfish, 10, 1, 5
6824, ocean, minecraft:cold_ocean, WATER_CREATURE, abyssaldepths:sea_serpent, 10, 1, 1
6825, ocean, minecraft:cold_ocean, WATER_CREATURE, abyssaldepths:seahorse, 10, 1, 3
6826, ocean, minecraft:cold_ocean, WATER_CREATURE, abyssaldepths:swordfish, 10, 1, 4
6827, ocean, minecraft:cold_ocean, WATER_CREATURE, alexsmobs:orca, 10, 3, 4
6828, ocean, minecraft:cold_ocean, WATER_CREATURE, alexsmobs:cachalot_whale, 10, 1, 2
6829, ocean, minecraft:cold_ocean, WATER_CREATURE, alexsmobs:orca, 10, 3, 4
6830, ocean, minecraft:cold_ocean, WATER_CREATURE, alexsmobs:cachalot_whale, 10, 1, 2
6831, ocean, minecraft:cold_ocean, WATER_CREATURE, upgrade_aquatic:glow_squid, 10, 1, 1
6832, ocean, minecraft:cold_ocean, WATER_CREATURE, betteranimalsplus:shark, 10, 1, 3
6833, ocean, minecraft:cold_ocean, WATER_CREATURE, betteranimalsplus:whale, 10, 1, 3
6834, ocean, minecraft:cold_ocean, WATER_AMBIENT, minecraft:cod, 15, 3, 6
6835, ocean, minecraft:cold_ocean, WATER_AMBIENT, minecraft:salmon, 15, 1, 5
6836, ocean, minecraft:cold_ocean, WATER_AMBIENT, abyssaldepths:blackcap_basslet, 10, 1, 4
6837, ocean, minecraft:cold_ocean, WATER_AMBIENT, abyssaldepths:butterflyfish, 10, 2, 5
6838, ocean, minecraft:cold_ocean, WATER_AMBIENT, abyssaldepths:clownfish, 10, 2, 3
6839, ocean, minecraft:cold_ocean, WATER_AMBIENT, abyssaldepths:fish, 10, 3, 5
6840, ocean, minecraft:cold_ocean, WATER_AMBIENT, abyssaldepths:fairy_basslet, 10, 1, 4
6841, ocean, minecraft:cold_ocean, WATER_AMBIENT, abyssaldepths:masked_butterflyfish, 10, 2, 5
6842, ocean, minecraft:cold_ocean, WATER_AMBIENT, abyssaldepths:raccoon_butterflyfish, 10, 3, 5
6843, ocean, minecraft:cold_ocean, WATER_AMBIENT, betteranimalsplus:bobbit_worm, 10, 1, 1
6844, ocean, minecraft:cold_ocean, WATER_AMBIENT, betteranimalsplus:jellyfish, 10, 1, 5
6845, ocean, minecraft:cold_ocean, WATER_AMBIENT, betteranimalsplus:nautilus, 10, 1, 1
6846, ocean, minecraft:deep_warm_ocean, MONSTER, minecraft:spider, 80, 4, 4
6847, ocean, minecraft:deep_warm_ocean, MONSTER, minecraft:zombie, 80, 4, 4
6848, ocean, minecraft:deep_warm_ocean, MONSTER, minecraft:zombie_villager, 10, 1, 1
6849, ocean, minecraft:deep_warm_ocean, MONSTER, minecraft:skeleton, 80, 4, 4
6850, ocean, minecraft:deep_warm_ocean, MONSTER, minecraft:creeper, 80, 4, 4
6851, ocean, minecraft:deep_warm_ocean, MONSTER, minecraft:slime, 80, 4, 4
6852, ocean, minecraft:deep_warm_ocean, MONSTER, minecraft:enderman, 5, 1, 4
6853, ocean, minecraft:deep_warm_ocean, MONSTER, minecraft:witch, 5, 1, 1
6854, ocean, minecraft:deep_warm_ocean, MONSTER, minecraft:drowned, 10, 1, 1
6855, ocean, minecraft:deep_warm_ocean, MONSTER, dungeons_mobs:wraith, 10, 1, 1
6856, ocean, minecraft:deep_warm_ocean, MONSTER, dungeons_mobs:skeleton_horseman, 10, 1, 1
6857, ocean, minecraft:deep_warm_ocean, MONSTER, dungeons_mobs:sunken_skeleton, 10, 1, 1
6858, ocean, minecraft:deep_warm_ocean, MONSTER, dungeons_mobs:sunken_skeleton, 10, 1, 1
6859, ocean, minecraft:deep_warm_ocean, MONSTER, dungeons_mobs:wavewhisperer, 10, 1, 1
6860, ocean, minecraft:deep_warm_ocean, MONSTER, dungeons_mobs:quick_growing_anemone, 10, 1, 1
6861, ocean, minecraft:deep_warm_ocean, MONSTER, dungeons_mobs:poison_anemone, 10, 1, 1
6862, ocean, minecraft:deep_warm_ocean, MONSTER, geode:redstonegeode, 30, 1, 1
6863, ocean, minecraft:deep_warm_ocean, MONSTER, geode:quartzgeode, 45, 1, 1
6864, ocean, minecraft:deep_warm_ocean, MONSTER, geode:lapisgeode, 35, 1, 1
6865, ocean, minecraft:deep_warm_ocean, MONSTER, geode:irongeode, 40, 1, 1
6866, ocean, minecraft:deep_warm_ocean, MONSTER, geode:goldgeode, 35, 1, 1
6867, ocean, minecraft:deep_warm_ocean, MONSTER, geode:glowstonegeode, 45, 1, 1
6868, ocean, minecraft:deep_warm_ocean, MONSTER, geode:emeraldgeode, 45, 1, 1
6869, ocean, minecraft:deep_warm_ocean, MONSTER, geode:diamondgeode, 25, 1, 1
6870, ocean, minecraft:deep_warm_ocean, MONSTER, geode:coalgeode, 50, 1, 1
6871, ocean, minecraft:deep_warm_ocean, MONSTER, mowziesmobs:grottol, 10, 1, 1
6872, ocean, minecraft:deep_warm_ocean, MONSTER, dungeons_mobs:armored_zombie, 10, 4, 4
6873, ocean, minecraft:deep_warm_ocean, MONSTER, dungeons_mobs:armored_skeleton, 10, 4, 4
6874, ocean, minecraft:deep_warm_ocean, MONSTER, dungeons_mobs:armored_drowned, 10, 1, 1
6875, ocean, minecraft:deep_warm_ocean, MONSTER, dungeons_mobs:armored_sunken_skeleton, 10, 1, 1
6876, ocean, minecraft:deep_warm_ocean, MONSTER, dungeons_mobs:armored_sunken_skeleton, 10, 1, 1
6877, ocean, minecraft:deep_warm_ocean, MONSTER, ars_nouveau:wilden_stalker, 50, 3, 3
6878, ocean, minecraft:deep_warm_ocean, MONSTER, ars_nouveau:wilden_hunter, 30, 1, 1
6879, ocean, minecraft:deep_warm_ocean, CREATURE, ars_nouveau:drygmy, 10, 1, 1
6880, ocean, minecraft:deep_warm_ocean, AMBIENT, minecraft:bat, 10, 8, 8
6881, ocean, minecraft:deep_warm_ocean, AMBIENT, megameteors:falling_meteor_spawner_entity, 10, 1, 1
6882, ocean, minecraft:deep_warm_ocean, WATER_CREATURE, minecraft:squid, 10, 1, 4
6883, ocean, minecraft:deep_warm_ocean, WATER_CREATURE, minecraft:dolphin, 10, 1, 2
6884, ocean, minecraft:deep_warm_ocean, WATER_CREATURE, abyssaldepths:sailfish, 10, 1, 5
6885, ocean, minecraft:deep_warm_ocean, WATER_CREATURE, abyssaldepths:sea_serpent, 10, 1, 1
6886, ocean, minecraft:deep_warm_ocean, WATER_CREATURE, abyssaldepths:seahorse, 10, 1, 3
6887, ocean, minecraft:deep_warm_ocean, WATER_CREATURE, abyssaldepths:swordfish, 10, 1, 4
6888, ocean, minecraft:deep_warm_ocean, WATER_CREATURE, alexsmobs:hammerhead_shark, 10, 2, 3
6889, ocean, minecraft:deep_warm_ocean, WATER_CREATURE, alexsmobs:mantis_shrimp, 15, 1, 4
6890, ocean, minecraft:deep_warm_ocean, WATER_CREATURE, alexsmobs:hammerhead_shark, 10, 2, 3
6891, ocean, minecraft:deep_warm_ocean, WATER_CREATURE, alexsmobs:mantis_shrimp, 15, 1, 4
6892, ocean, minecraft:deep_warm_ocean, WATER_CREATURE, upgrade_aquatic:glow_squid, 10, 1, 1
6893, ocean, minecraft:deep_warm_ocean, WATER_CREATURE, betteranimalsplus:shark, 10, 1, 3
